date,market_title,title,identifier,odd_name,value
2021-09-16T16:29:03.813319,Celkové umístění,Emmanuel Macron,6342,V,1.75
2021-09-16T16:29:03.813319,Celkové umístění,Marine Le Pen,6343,V,4.5
2021-09-16T16:29:03.813319,Celkové umístění,Xavier Bertrand,6346,V,6.0
2021-09-16T16:29:03.813319,Celkové umístění,Michel Barnier,6347,V,13.0
2021-09-16T16:29:03.813319,Celkové umístění,Valerie Pecresse,6348,V,17.0
2021-09-16T16:29:03.813319,Celkové umístění,Eric Zemmour,6349,V,18.0
2021-09-16T16:29:03.813319,Celkové umístění,Jean-Luc Melenchon,6350,V,20.0
2021-09-16T16:29:03.813319,Celkové umístění,Edouard Philippe,6351,V,35.0
2021-09-16T16:29:03.813319,Celkové umístění,Anne Hidalgo,6352,V,40.0
2021-09-16T16:29:03.813319,Celkové umístění,Marion Marechal,6353,V,50.0
2021-09-17T04:24:45.022505,Celkové umístění,Emmanuel Macron,6342,V,1.7
2021-09-17T04:24:45.022505,Celkové umístění,Marine Le Pen,6343,V,5.0
2021-09-17T04:24:45.022505,Celkové umístění,Xavier Bertrand,6346,V,7.5
2021-09-17T04:24:45.022505,Celkové umístění,Eric Zemmour,6349,V,12.0
2021-09-17T04:24:45.022505,Celkové umístění,Michel Barnier,6347,V,14.0
2021-09-17T04:24:45.022505,Celkové umístění,Valerie Pecresse,6348,V,17.0
2021-09-17T04:24:45.022505,Celkové umístění,Jean-Luc Melenchon,6350,V,20.0
2021-09-17T04:24:45.022505,Celkové umístění,Anne Hidalgo,6352,V,30.0
2021-09-17T04:24:45.022505,Celkové umístění,Edouard Philippe,6351,V,45.0
2021-09-17T04:24:45.022505,Celkové umístění,Marion Marechal,6353,V,55.0
2021-09-17T16:37:49.573893,Celkové umístění,Emmanuel Macron,6342,V,1.7
2021-09-17T16:37:49.573893,Celkové umístění,Marine Le Pen,6343,V,5.0
2021-09-17T16:37:49.573893,Celkové umístění,Xavier Bertrand,6346,V,7.5
2021-09-17T16:37:49.573893,Celkové umístění,Eric Zemmour,6349,V,12.0
2021-09-17T16:37:49.573893,Celkové umístění,Michel Barnier,6347,V,14.0
2021-09-17T16:37:49.573893,Celkové umístění,Valerie Pecresse,6348,V,17.0
2021-09-17T16:37:49.573893,Celkové umístění,Jean-Luc Melenchon,6350,V,20.0
2021-09-17T16:37:49.573893,Celkové umístění,Anne Hidalgo,6352,V,30.0
2021-09-17T16:37:49.573893,Celkové umístění,Edouard Philippe,6351,V,45.0
2021-09-17T16:37:49.573893,Celkové umístění,Marion Marechal,6353,V,55.0
2021-09-18T04:24:29.416834,Celkové umístění,Emmanuel Macron,6342,V,1.7
2021-09-18T04:24:29.416834,Celkové umístění,Marine Le Pen,6343,V,5.0
2021-09-18T04:24:29.416834,Celkové umístění,Xavier Bertrand,6346,V,7.5
2021-09-18T04:24:29.416834,Celkové umístění,Eric Zemmour,6349,V,12.0
2021-09-18T04:24:29.416834,Celkové umístění,Michel Barnier,6347,V,14.0
2021-09-18T04:24:29.416834,Celkové umístění,Valerie Pecresse,6348,V,17.0
2021-09-18T04:24:29.416834,Celkové umístění,Jean-Luc Melenchon,6350,V,20.0
2021-09-18T04:24:29.416834,Celkové umístění,Anne Hidalgo,6352,V,30.0
2021-09-18T04:24:29.416834,Celkové umístění,Edouard Philippe,6351,V,45.0
2021-09-18T04:24:29.416834,Celkové umístění,Marion Marechal,6353,V,55.0
2021-09-18T16:27:55.477148,Celkové umístění,Emmanuel Macron,6342,V,1.7
2021-09-18T16:27:55.477148,Celkové umístění,Marine Le Pen,6343,V,5.0
2021-09-18T16:27:55.477148,Celkové umístění,Xavier Bertrand,6346,V,7.5
2021-09-18T16:27:55.477148,Celkové umístění,Eric Zemmour,6349,V,12.0
2021-09-18T16:27:55.477148,Celkové umístění,Michel Barnier,6347,V,14.0
2021-09-18T16:27:55.477148,Celkové umístění,Valerie Pecresse,6348,V,17.0
2021-09-18T16:27:55.477148,Celkové umístění,Jean-Luc Melenchon,6350,V,20.0
2021-09-18T16:27:55.477148,Celkové umístění,Anne Hidalgo,6352,V,30.0
2021-09-18T16:27:55.477148,Celkové umístění,Edouard Philippe,6351,V,45.0
2021-09-18T16:27:55.477148,Celkové umístění,Marion Marechal,6353,V,55.0
2021-09-19T04:24:19.965600,Celkové umístění,Emmanuel Macron,6342,V,1.7
2021-09-19T04:24:19.965600,Celkové umístění,Marine Le Pen,6343,V,5.0
2021-09-19T04:24:19.965600,Celkové umístění,Xavier Bertrand,6346,V,7.5
2021-09-19T04:24:19.965600,Celkové umístění,Eric Zemmour,6349,V,12.0
