date,event_info_number,event_name,event_link,header1,header2,odd1,odd2,datum
2024-05-30 23:32:04.766057,4203,Progresívne Slovensko,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-pocet-hlasov-v-/progresivne-slovensko-MSK113072030,Menej ako 5.01,Viac ako 5.01,20.0,-1.0,08.06. 07:00
2024-05-30 23:32:04.766057,4236,Progresívne Slovensko,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-pocet-hlasov-v-/progresivne-slovensko-MSK113072041,Menej ako 26.01,Viac ako 26.01,1.75,1.9,08.06. 07:00
2024-05-30 23:32:04.766057,4334,SMER-SD,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-pocet-hlasov-v-/smer-sd-MSK113072164,Menej ako 5.01,Viac ako 5.01,25.0,-1.0,08.06. 07:00
2024-05-30 23:32:04.766057,4402,SMER-SD,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-pocet-hlasov-v-/smer-sd-MSK113072181,Menej ako 26.01,Viac ako 26.01,1.75,1.9,08.06. 07:00
2024-05-30 23:32:04.766057,4451,HLAS-SD,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-pocet-hlasov-v-/hlas-sd-MSK113072226,Menej ako 5.01,Viac ako 5.01,7.43,1.05,08.06. 07:00
2024-05-30 23:32:04.766057,4472,HLAS-SD,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-pocet-hlasov-v-/hlas-sd-MSK113072238,Menej ako 9.01,Viac ako 9.01,1.82,1.82,08.06. 07:00
2024-05-30 23:32:04.766057,4508,Republika,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-pocet-hlasov-v-/republika-MSK113072256,Menej ako 5.01,Viac ako 5.01,6.21,1.08,08.06. 07:00
2024-05-30 23:32:04.766057,4535,Republika,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-pocet-hlasov-v-/republika-MSK113072271,Menej ako 8.01,Viac ako 8.01,1.78,1.86,08.06. 07:00
2024-05-30 23:32:04.766057,4561,KDH,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-pocet-hlasov-v-/kdh-MSK113072281,Menej ako 5.01,Viac ako 5.01,4.6,1.15,08.06. 07:00
2024-05-30 23:32:04.766057,4570,KDH,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-pocet-hlasov-v-/kdh-MSK113072288,Menej ako 7.01,Viac ako 7.01,1.82,1.82,08.06. 07:00
2024-05-30 23:32:04.766057,4791,SaS,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-pocet-hlasov-v-/sas-MSK113072394,Menej ako 5.01,Viac ako 5.01,2.38,1.5,08.06. 07:00
2024-05-30 23:32:04.766057,4980,SaS,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-pocet-hlasov-v-/sas-MSK113072396,Menej ako 6.01,Viac ako 6.01,1.82,1.82,08.06. 07:00
2024-05-30 23:32:04.766057,5296,"Slovensko, Za ľudí",/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-pocet-hlasov-v-/slovensko-za-ludi-MSK113072435,Menej ako 4.01,Viac ako 4.01,1.96,1.7,08.06. 07:00
2024-05-30 23:32:04.766057,5386,"Slovensko, Za ľudí",/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-pocet-hlasov-v-/slovensko-za-ludi-MSK113072437,Menej ako 5.01,Viac ako 5.01,1.55,2.26,08.06. 07:00
2024-05-30 23:32:04.766057,5608,Maďarská aliancia,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-pocet-hlasov-v-/madarska-aliancia-MSK113073969,Menej ako 5.01,Viac ako 5.01,1.64,2.1,08.06. 07:00
2024-05-30 23:32:04.766057,5627,Demokrati,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-pocet-hlasov-v-/demokrati-MSK113074015,Menej ako 4.01,Viac ako 4.01,1.82,1.82,08.06. 07:00
2024-05-30 23:32:04.766057,5632,Demokrati,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-pocet-hlasov-v-/demokrati-MSK113074020,Menej ako 5.01,Viac ako 5.01,1.42,2.6,08.06. 07:00
2024-05-30 23:32:04.766057,5654,SNS,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-pocet-hlasov-v-/sns-MSK113074035,Menej ako 4.01,Viac ako 4.01,1.82,1.82,08.06. 07:00
2024-05-30 23:32:04.766057,5672,SNS,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-pocet-hlasov-v-/sns-MSK113074039,Menej ako 5.01,Viac ako 5.01,1.42,2.6,08.06. 07:00
2024-05-30 23:32:04.766057,5716,ĽSNS,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-pocet-hlasov-v-/lsns-MSK113074051,Menej ako 5.01,Viac ako 5.01,-1.0,12.0,08.06. 07:00
2024-05-31 23:16:30.200144,4203,Progresívne Slovensko,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-pocet-hlasov-v-/progresivne-slovensko-MSK113072030,Menej ako 5.01,Viac ako 5.01,20.0,-1.0,08.06. 07:00
2024-05-31 23:16:30.200144,4229,Progresívne Slovensko,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-pocet-hlasov-v-/progresivne-slovensko-MSK113072040,Menej ako 25.51,Viac ako 25.51,1.78,1.9,08.06. 07:00
2024-05-31 23:16:30.200144,4334,SMER-SD,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-pocet-hlasov-v-/smer-sd-MSK113072164,Menej ako 5.01,Viac ako 5.01,25.0,-1.0,08.06. 07:00
2024-05-31 23:16:30.200144,4402,SMER-SD,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-pocet-hlasov-v-/smer-sd-MSK113072181,Menej ako 26.01,Viac ako 26.01,1.6,2.16,08.06. 07:00
2024-05-31 23:16:30.200144,4451,HLAS-SD,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-pocet-hlasov-v-/hlas-sd-MSK113072226,Menej ako 5.01,Viac ako 5.01,7.43,1.05,08.06. 07:00
