date,event_info_number,event_name,event_link,odds,datum,odds1,odds2
2025-09-22 02:25:34.505135,16190,ANO 2011,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/ano-2011-MCZ192199782,,04.10. 14:00,1.02,7.65
2025-09-22 02:25:34.505135,16196,SPOLU,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/spolu-MCZ192199786,,04.10. 14:00,8.0,1.01
2025-09-22 02:25:34.505135,16198,SPD,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/spd-MCZ192199790,,04.10. 14:00,25.0,-1.0
2025-09-22 02:25:34.505135,16201,Stačilo!,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/stacilo--MCZ192199804,,04.10. 14:00,100.0,-1.0
2025-09-22 02:25:34.505135,16223,STAN,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/stan-MCZ192199806,,04.10. 14:00,120.0,-1.0
2025-09-22 02:25:34.505135,16228,Piráti,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/pirati-MCZ192199810,,04.10. 14:00,200.0,-1.0
2025-09-22 02:25:34.505135,16234,Motoristé sobě,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/motoriste-sobe-MCZ192199815,,04.10. 14:00,250.0,-1.0
2025-09-22 02:25:34.505135,16310,Přísaha,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/prisaha-MCZ192199817,,04.10. 14:00,500.0,-1.0
2025-09-22 01:14:21.275997,16190,ANO 2011,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/ano-2011-MCZ192199782,,04.10. 14:00,1.02,7.65
2025-09-22 01:14:21.275997,16196,SPOLU,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/spolu-MCZ192199786,,04.10. 14:00,8.0,1.01
2025-09-22 01:14:21.275997,16198,SPD,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/spd-MCZ192199790,,04.10. 14:00,25.0,-1.0
2025-09-22 01:14:21.275997,16201,Stačilo!,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/stacilo--MCZ192199804,,04.10. 14:00,100.0,-1.0
2025-09-22 01:14:21.275997,16223,STAN,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/stan-MCZ192199806,,04.10. 14:00,120.0,-1.0
2025-09-22 01:14:21.275997,16228,Piráti,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/pirati-MCZ192199810,,04.10. 14:00,200.0,-1.0
2025-09-22 01:14:21.275997,16234,Motoristé sobě,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/motoriste-sobe-MCZ192199815,,04.10. 14:00,250.0,-1.0
2025-09-22 01:14:21.275997,16310,Přísaha,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/prisaha-MCZ192199817,,04.10. 14:00,500.0,-1.0
2025-09-22 04:09:12.453085,16190,ANO 2011,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/ano-2011-MCZ192199782,,04.10. 14:00,1.02,7.65
2025-09-22 04:09:12.453085,16196,SPOLU,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/spolu-MCZ192199786,,04.10. 14:00,8.0,1.01
2025-09-22 04:09:12.453085,16198,SPD,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/spd-MCZ192199790,,04.10. 14:00,25.0,-1.0
2025-09-22 04:09:12.453085,16201,Stačilo!,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/stacilo--MCZ192199804,,04.10. 14:00,100.0,-1.0
2025-09-22 04:09:12.453085,16223,STAN,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/stan-MCZ192199806,,04.10. 14:00,120.0,-1.0
2025-09-22 04:09:12.453085,16228,Piráti,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/pirati-MCZ192199810,,04.10. 14:00,200.0,-1.0
2025-09-22 04:09:12.453085,16234,Motoristé sobě,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/motoriste-sobe-MCZ192199815,,04.10. 14:00,250.0,-1.0
2025-09-22 04:09:12.453085,16310,Přísaha,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/prisaha-MCZ192199817,,04.10. 14:00,500.0,-1.0
2025-09-22 12:12:47.158396,16190,ANO 2011,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/ano-2011-MCZ192199782,,04.10. 14:00,1.02,7.65
2025-09-22 12:12:47.158396,16196,SPOLU,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/spolu-MCZ192199786,,04.10. 14:00,8.0,1.01
2025-09-22 12:12:47.158396,16198,SPD,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/spd-MCZ192199790,,04.10. 14:00,25.0,-1.0
2025-09-22 12:12:47.158396,16201,Stačilo!,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/stacilo--MCZ192199804,,04.10. 14:00,100.0,-1.0
2025-09-22 12:12:47.158396,16223,STAN,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/stan-MCZ192199806,,04.10. 14:00,120.0,-1.0
2025-09-22 12:12:47.158396,16228,Piráti,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/pirati-MCZ192199810,,04.10. 14:00,200.0,-1.0
2025-09-22 12:12:47.158396,16234,Motoristé sobě,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/motoriste-sobe-MCZ192199815,,04.10. 14:00,250.0,-1.0
2025-09-22 12:12:47.158396,16310,Přísaha,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/prisaha-MCZ192199817,,04.10. 14:00,500.0,-1.0
2025-09-22 20:08:46.365325,16190,ANO 2011,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/ano-2011-MCZ192199782,,04.10. 14:00,1.02,7.65
2025-09-22 20:08:46.365325,16196,SPOLU,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/spolu-MCZ192199786,,04.10. 14:00,8.00,1.01
2025-09-22 20:08:46.365325,16198,SPD,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/spd-MCZ192199790,,04.10. 14:00,25.00,-1.00
2025-09-22 20:08:46.365325,16201,Stačilo!,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/stacilo--MCZ192199804,,04.10. 14:00,100.00,-1.00
2025-09-22 20:08:46.365325,16223,STAN,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/stan-MCZ192199806,,04.10. 14:00,120.00,-1.00
2025-09-22 20:08:46.365325,16228,Piráti,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/pirati-MCZ192199810,,04.10. 14:00,200.00,-1.00
2025-09-22 20:08:46.365325,16234,Motoristé sobě,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/motoriste-sobe-MCZ192199815,,04.10. 14:00,250.00,-1.00
2025-09-22 20:08:46.365325,16310,Přísaha,/sazeni/politika/cesko-volby-do-ps-2025-zlinsky-kraj/prisaha-MCZ192199817,,04.10. 14:00,500.00,-1.00
