date,market_title,title,identifier,odd_name,value
2021-09-30T16:29:20.986954,Vítěz,ANO 2011,6746,Vítěz,1.5
2021-09-30T16:29:20.986954,Vítěz,Piráti+STAN,6748,Vítěz,3.2
2021-09-30T16:29:20.986954,Vítěz,"SPOLU (ODS, KDU-ČSL, TOP 09)",6749,Vítěz,6.0
2021-09-30T16:29:20.986954,Vítěz,SPD,6750,Vítěz,70.0
2021-09-30T16:29:20.986954,Vítěz,KSČM,6754,Vítěz,300.0
2021-10-01T04:24:57.629568,Vítěz,ANO 2011,6746,Vítěz,1.6
2021-10-01T04:24:57.629568,Vítěz,Piráti+STAN,6748,Vítěz,2.8
2021-10-01T04:24:57.629568,Vítěz,"SPOLU (ODS, KDU-ČSL, TOP 09)",6749,Vítěz,6.5
2021-10-01T04:24:57.629568,Vítěz,SPD,6750,Vítěz,70.0
2021-10-01T04:24:57.629568,Vítěz,KSČM,6754,Vítěz,300.0
2021-10-01T16:30:29.456779,Vítěz,ANO 2011,6746,Vítěz,1.7
2021-10-01T16:30:29.456779,Vítěz,Piráti+STAN,6748,Vítěz,2.3
2021-10-01T16:30:29.456779,Vítěz,"SPOLU (ODS, KDU-ČSL, TOP 09)",6749,Vítěz,8.0
2021-10-01T16:30:29.456779,Vítěz,SPD,6750,Vítěz,70.0
2021-10-01T16:30:29.456779,Vítěz,KSČM,6754,Vítěz,300.0
2021-10-02T04:24:45.529436,Vítěz,ANO 2011,6746,Vítěz,1.7
2021-10-02T04:24:45.529436,Vítěz,Piráti+STAN,6748,Vítěz,2.3
2021-10-02T04:24:45.529436,Vítěz,"SPOLU (ODS, KDU-ČSL, TOP 09)",6749,Vítěz,8.0
2021-10-02T04:24:45.529436,Vítěz,SPD,6750,Vítěz,70.0
2021-10-02T04:24:45.529436,Vítěz,KSČM,6754,Vítěz,300.0
2021-10-02T16:28:20.234542,Vítěz,ANO 2011,6746,Vítěz,1.7
2021-10-02T16:28:20.234542,Vítěz,Piráti+STAN,6748,Vítěz,2.0
2021-10-02T16:28:20.234542,Vítěz,"SPOLU (ODS, KDU-ČSL, TOP 09)",6749,Vítěz,8.0
2021-10-02T16:28:20.234542,Vítěz,SPD,6750,Vítěz,70.0
2021-10-02T16:28:20.234542,Vítěz,KSČM,6754,Vítěz,300.0
2021-10-03T04:24:35.565987,Vítěz,ANO 2011,6746,Vítěz,1.7
2021-10-03T04:24:35.565987,Vítěz,Piráti+STAN,6748,Vítěz,2.0
2021-10-03T04:24:35.565987,Vítěz,"SPOLU (ODS, KDU-ČSL, TOP 09)",6749,Vítěz,8.0
2021-10-03T04:24:35.565987,Vítěz,SPD,6750,Vítěz,70.0
2021-10-03T04:24:35.565987,Vítěz,KSČM,6754,Vítěz,300.0
2021-10-03T16:28:13.245684,Vítěz,ANO 2011,6746,Vítěz,1.85
2021-10-03T16:28:13.245684,Vítěz,Piráti+STAN,6748,Vítěz,1.85
2021-10-03T16:28:13.245684,Vítěz,"SPOLU (ODS, KDU-ČSL, TOP 09)",6749,Vítěz,13.0
2021-10-03T16:28:13.245684,Vítěz,SPD,6750,Vítěz,70.0
2021-10-03T16:28:13.245684,Vítěz,KSČM,6754,Vítěz,300.0
2021-10-04T04:25:03.649162,Vítěz,ANO 2011,6746,Vítěz,1.85
2021-10-04T04:25:03.649162,Vítěz,Piráti+STAN,6748,Vítěz,1.85
2021-10-04T04:25:03.649162,Vítěz,"SPOLU (ODS, KDU-ČSL, TOP 09)",6749,Vítěz,13.0
2021-10-04T04:25:03.649162,Vítěz,SPD,6750,Vítěz,70.0
2021-10-04T04:25:03.649162,Vítěz,KSČM,6754,Vítěz,300.0
2021-10-04T16:29:17.826682,Vítěz,Piráti+STAN,6748,Vítěz,1.8
2021-10-04T16:29:17.826682,Vítěz,ANO 2011,6746,Vítěz,1.9
2021-10-04T16:29:17.826682,Vítěz,"SPOLU (ODS, KDU-ČSL, TOP 09)",6749,Vítěz,13.0
2021-10-04T16:29:17.826682,Vítěz,SPD,6750,Vítěz,70.0
2021-10-04T16:29:17.826682,Vítěz,KSČM,6754,Vítěz,300.0
