date,market_title,title,identifier,odd_name,value
2021-09-30T16:29:20.986954,Vítěz,ANO 2011,6756,Vítěz,1.2
2021-09-30T16:29:20.986954,Vítěz,"SPOLU (ODS, KDU-ČSL, TOP 09)",6757,Vítěz,5.0
2021-09-30T16:29:20.986954,Vítěz,Piráti+STAN,6759,Vítěz,8.0
2021-09-30T16:29:20.986954,Vítěz,SPD,6760,Vítěz,100.0
2021-09-30T16:29:20.986954,Vítěz,KSČM,6761,Vítěz,200.0
2021-10-01T04:24:57.629568,Vítěz,ANO 2011,6756,Vítěz,1.2
2021-10-01T04:24:57.629568,Vítěz,"SPOLU (ODS, KDU-ČSL, TOP 09)",6757,Vítěz,5.0
2021-10-01T04:24:57.629568,Vítěz,Piráti+STAN,6759,Vítěz,8.0
2021-10-01T04:24:57.629568,Vítěz,SPD,6760,Vítěz,100.0
2021-10-01T04:24:57.629568,Vítěz,KSČM,6761,Vítěz,200.0
2021-10-01T16:30:29.456779,Vítěz,ANO 2011,6756,Vítěz,1.2
2021-10-01T16:30:29.456779,Vítěz,"SPOLU (ODS, KDU-ČSL, TOP 09)",6757,Vítěz,5.0
2021-10-01T16:30:29.456779,Vítěz,Piráti+STAN,6759,Vítěz,8.0
2021-10-01T16:30:29.456779,Vítěz,SPD,6760,Vítěz,100.0
2021-10-01T16:30:29.456779,Vítěz,KSČM,6761,Vítěz,200.0
2021-10-02T04:24:45.529436,Vítěz,ANO 2011,6756,Vítěz,1.2
2021-10-02T04:24:45.529436,Vítěz,"SPOLU (ODS, KDU-ČSL, TOP 09)",6757,Vítěz,5.0
2021-10-02T04:24:45.529436,Vítěz,Piráti+STAN,6759,Vítěz,8.0
2021-10-02T04:24:45.529436,Vítěz,SPD,6760,Vítěz,100.0
2021-10-02T04:24:45.529436,Vítěz,KSČM,6761,Vítěz,200.0
2021-10-02T16:28:20.234542,Vítěz,ANO 2011,6756,Vítěz,1.2
2021-10-02T16:28:20.234542,Vítěz,"SPOLU (ODS, KDU-ČSL, TOP 09)",6757,Vítěz,5.0
2021-10-02T16:28:20.234542,Vítěz,Piráti+STAN,6759,Vítěz,8.0
2021-10-02T16:28:20.234542,Vítěz,SPD,6760,Vítěz,100.0
2021-10-02T16:28:20.234542,Vítěz,KSČM,6761,Vítěz,200.0
