date,event_info_number,event_name,event_link,odds,odds2,datum
2023-06-21 16:07:13.333597,8168,Ivan Korčok,/sazeni/politika/slovensko-prezidentske-volby-2024/ivan-korcok-MCZ76902164,1.65,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:13.333597,8169,Peter Pellegrini,/sazeni/politika/slovensko-prezidentske-volby-2024/peter-pellegrini-MCZ76902165,4.2,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:13.333597,8171,Robert Fico,/sazeni/politika/slovensko-prezidentske-volby-2024/robert-fico-MCZ76902167,6.5,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:13.333597,8173,Ján Kubiš,/sazeni/politika/slovensko-prezidentske-volby-2024/jan-kubis-MCZ76902170,7.5,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:13.333597,8176,Robert Mistrík,/sazeni/politika/slovensko-prezidentske-volby-2024/robert-mistrik-MCZ76902171,7.5,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:13.333597,8177,Miroslav Lajčák,/sazeni/politika/slovensko-prezidentske-volby-2024/miroslav-lajcak-MCZ76902172,10.0,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:13.333597,8178,Peter Weiss,/sazeni/politika/slovensko-prezidentske-volby-2024/peter-weiss-MCZ76902173,13.0,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:13.333597,8179,Maroš Žilinka,/sazeni/politika/slovensko-prezidentske-volby-2024/maros-zilinka-MCZ76902175,25.0,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:13.333597,8185,Radoslav Procházka,/sazeni/politika/slovensko-prezidentske-volby-2024/radoslav-prochazka-MCZ76902178,35.0,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:13.333597,8188,Štefan Harabin,/sazeni/politika/slovensko-prezidentske-volby-2024/stefan-harabin-MCZ76902181,40.0,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:13.333597,8192,Miriam Lexmann,/sazeni/politika/slovensko-prezidentske-volby-2024/miriam-lexmann-MCZ76902182,55.0,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:13.333597,8194,Andrej Kiska,/sazeni/politika/slovensko-prezidentske-volby-2024/andrej-kiska-MCZ76902185,100.0,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:13.333597,8197,Iveta Radičová,/sazeni/politika/slovensko-prezidentske-volby-2024/iveta-radicova-MCZ76902186,100.0,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:13.333597,8198,Igor Matovič,/sazeni/politika/slovensko-prezidentske-volby-2024/igor-matovic-MCZ76902191,150.0,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:13.333597,8201,Béla Bugár,/sazeni/politika/slovensko-prezidentske-volby-2024/bela-bugar-MCZ76902192,200.0,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:13.333597,8206,Andrej Danko,/sazeni/politika/slovensko-prezidentske-volby-2024/andrej-danko-MCZ76902194,250.0,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:13.333597,8210,Mikuláš Dzurinda,/sazeni/politika/slovensko-prezidentske-volby-2024/mikulas-dzurinda-MCZ76902196,250.0,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:13.333597,8215,Marian Kotleba,/sazeni/politika/slovensko-prezidentske-volby-2024/marian-kotleba-MCZ76902201,250.0,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:13.333597,8217,Győrgy Gyimesi,/sazeni/politika/slovensko-prezidentske-volby-2024/gyorgy-gyimesi-MCZ76902202,275.0,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:13.333597,8218,Eduard Chmelár,/sazeni/politika/slovensko-prezidentske-volby-2024/eduard-chmelar-MCZ76902204,275.0,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:13.333597,8219,Vladimír Mečiar,/sazeni/politika/slovensko-prezidentske-volby-2024/vladimir-meciar-MCZ76902206,275.0,30.06. 22:00,30.06. 22:00
2023-06-22 04:07:18.649580,8168,Ivan Korčok,/sazeni/politika/slovensko-prezidentske-volby-2024/ivan-korcok-MCZ76902164,1.65,30.06. 22:00,30.06. 22:00
2023-06-22 04:07:18.649580,8169,Peter Pellegrini,/sazeni/politika/slovensko-prezidentske-volby-2024/peter-pellegrini-MCZ76902165,4.2,30.06. 22:00,30.06. 22:00
2023-06-22 04:07:18.649580,8171,Robert Fico,/sazeni/politika/slovensko-prezidentske-volby-2024/robert-fico-MCZ76902167,6.5,30.06. 22:00,30.06. 22:00
2023-06-22 04:07:18.649580,8173,Ján Kubiš,/sazeni/politika/slovensko-prezidentske-volby-2024/jan-kubis-MCZ76902170,7.5,30.06. 22:00,30.06. 22:00
2023-06-22 04:07:18.649580,8176,Robert Mistrík,/sazeni/politika/slovensko-prezidentske-volby-2024/robert-mistrik-MCZ76902171,7.5,30.06. 22:00,30.06. 22:00
2023-06-22 04:07:18.649580,8177,Miroslav Lajčák,/sazeni/politika/slovensko-prezidentske-volby-2024/miroslav-lajcak-MCZ76902172,10.0,30.06. 22:00,30.06. 22:00
