date,title,result,odds,date_bet,identifier
2017-02-04T11:01:02.873703,PVV (G.Wilders),Vítěz,1.25,28.2. 22:00,60186
2017-02-04T11:01:02.873703,VVD (M.Rutte),Vítěz,3.5,28.2. 22:00,60188
2017-02-04T11:01:02.873703,CDA (S.van Haersma Buma),Vítěz,30,28.2. 22:00,60189
2017-02-04T23:01:06.146283,PVV (G.Wilders),Vítěz,1.25,28.2. 22:00,60186
2017-02-04T23:01:06.146283,VVD (M.Rutte),Vítěz,3.5,28.2. 22:00,60188
2017-02-04T23:01:06.146283,CDA (S.van Haersma Buma),Vítěz,30,28.2. 22:00,60189
2017-02-05T11:01:02.706838,PVV (G.Wilders),Vítěz,1.25,28.2. 22:00,60186
2017-02-05T11:01:02.706838,VVD (M.Rutte),Vítěz,3.5,28.2. 22:00,60188
2017-02-05T11:01:02.706838,CDA (S.van Haersma Buma),Vítěz,30,28.2. 22:00,60189
2017-02-05T23:01:06.072936,PVV (G.Wilders),Vítěz,1.25,28.2. 22:00,60186
2017-02-05T23:01:06.072936,VVD (M.Rutte),Vítěz,3.5,28.2. 22:00,60188
2017-02-05T23:01:06.072936,CDA (S.van Haersma Buma),Vítěz,30,28.2. 22:00,60189
2017-02-06T11:01:02.385392,PVV (G.Wilders),Vítěz,1.25,28.2. 22:00,60186
2017-02-06T11:01:02.385392,VVD (M.Rutte),Vítěz,3.5,28.2. 22:00,60188
2017-02-06T11:01:02.385392,CDA (S.van Haersma Buma),Vítěz,30,28.2. 22:00,60189
2017-02-06T23:01:06.417602,PVV (G.Wilders),Vítěz,1.25,28.2. 22:00,60186
2017-02-06T23:01:06.417602,VVD (M.Rutte),Vítěz,3.5,28.2. 22:00,60188
2017-02-06T23:01:06.417602,CDA (S.van Haersma Buma),Vítěz,25,28.2. 22:00,60189
2017-02-07T11:01:02.431434,PVV (G.Wilders),Vítěz,1.25,28.2. 22:00,60186
