date,title,result,odds,date_bet,identifier
2017-03-29T10:01:03.378417,Marine Le Penová,V,1.7,10.4. 06:00,60090
2017-03-29T10:01:03.378417,Marine Le Penová,1-2,1.1,10.4. 06:00,60090
2017-03-29T10:01:03.378417,Emmanuel Macron,V,2.2,10.4. 06:00,60091
2017-03-29T10:01:03.378417,Emmanuel Macron,1-2,1.25,10.4. 06:00,60091
2017-03-29T10:01:03.378417,Francois Fillon,V,17,10.4. 06:00,60359
2017-03-29T10:01:03.378417,Francois Fillon,1-2,4.5,10.4. 06:00,60359
2017-03-29T10:01:03.378417,Benoit Hamon,V,100,10.4. 06:00,60391
2017-03-29T10:01:03.378417,Benoit Hamon,1-2,20,10.4. 06:00,60391
2017-03-29T22:01:03.279788,Marine Le Penová,V,1.7,10.4. 06:00,60090
2017-03-29T22:01:03.279788,Marine Le Penová,1-2,1.1,10.4. 06:00,60090
2017-03-29T22:01:03.279788,Emmanuel Macron,V,2.15,10.4. 06:00,60091
2017-03-29T22:01:03.279788,Emmanuel Macron,1-2,1.25,10.4. 06:00,60091
2017-03-29T22:01:03.279788,Francois Fillon,V,16,10.4. 06:00,60359
2017-03-29T22:01:03.279788,Francois Fillon,1-2,4,10.4. 06:00,60359
2017-03-29T22:01:03.279788,Benoit Hamon,V,100,10.4. 06:00,60391
2017-03-29T22:01:03.279788,Benoit Hamon,1-2,20,10.4. 06:00,60391
2017-03-30T10:01:02.825357,Marine Le Penová,V,1.1,10.4. 06:00,60090
2017-03-30T10:01:02.825357,Emmanuel Macron,V,1.25,10.4. 06:00,60091
2017-03-30T10:01:02.825357,Francois Fillon,V,16,10.4. 06:00,60359
2017-03-30T10:01:02.825357,Francois Fillon,1-2,4,10.4. 06:00,60359
2017-03-30T10:01:02.825357,Benoit Hamon,V,100,10.4. 06:00,60391
2017-03-30T10:01:02.825357,Benoit Hamon,1-2,20,10.4. 06:00,60391
2017-03-30T22:01:03.112509,Marine Le Penová,V,1.75,10.4. 06:00,60090
2017-03-30T22:01:03.112509,Marine Le Penová,1-2,1.09,10.4. 06:00,60090
2017-03-30T22:01:03.112509,Emmanuel Macron,V,1.9,10.4. 06:00,60091
2017-03-30T22:01:03.112509,Emmanuel Macron,1-2,1.23,10.4. 06:00,60091
2017-03-30T22:01:03.112509,Francois Fillon,V,16,10.4. 06:00,60359
2017-03-30T22:01:03.112509,Francois Fillon,1-2,4,10.4. 06:00,60359
2017-03-30T22:01:03.112509,Benoit Hamon,V,100,10.4. 06:00,60391
2017-03-30T22:01:03.112509,Benoit Hamon,1-2,20,10.4. 06:00,60391
2017-03-31T10:01:02.873780,Marine Le Penová,V,1.75,10.4. 06:00,60090
2017-03-31T10:01:02.873780,Marine Le Penová,1-2,1.09,10.4. 06:00,60090
2017-03-31T10:01:02.873780,Emmanuel Macron,V,1.9,10.4. 06:00,60091
2017-03-31T10:01:02.873780,Emmanuel Macron,1-2,1.23,10.4. 06:00,60091
2017-03-31T10:01:02.873780,Francois Fillon,V,16,10.4. 06:00,60359
2017-03-31T10:01:02.873780,Francois Fillon,1-2,4,10.4. 06:00,60359
2017-03-31T10:01:02.873780,Benoit Hamon,V,100,10.4. 06:00,60391
2017-03-31T10:01:02.873780,Benoit Hamon,1-2,20,10.4. 06:00,60391
2017-03-31T22:01:03.297081,Marine Le Penová,V,1.75,10.4. 06:00,60090
2017-03-31T22:01:03.297081,Marine Le Penová,1-2,1.09,10.4. 06:00,60090
2017-03-31T22:01:03.297081,Emmanuel Macron,V,1.9,10.4. 06:00,60091
2017-03-31T22:01:03.297081,Emmanuel Macron,1-2,1.23,10.4. 06:00,60091
2017-03-31T22:01:03.297081,Francois Fillon,V,16,10.4. 06:00,60359
2017-03-31T22:01:03.297081,Francois Fillon,1-2,4,10.4. 06:00,60359
2017-03-31T22:01:03.297081,Benoit Hamon,V,100,10.4. 06:00,60391
2017-03-31T22:01:03.297081,Benoit Hamon,1-2,20,10.4. 06:00,60391
2017-04-01T10:01:03.221244,Marine Le Penová,V,1.75,10.4. 06:00,60090
2017-04-01T10:01:03.221244,Marine Le Penová,1-2,1.09,10.4. 06:00,60090
2017-04-01T10:01:03.221244,Emmanuel Macron,V,2.1,10.4. 06:00,60091
2017-04-01T10:01:03.221244,Emmanuel Macron,1-2,1.23,10.4. 06:00,60091
2017-04-01T10:01:03.221244,Francois Fillon,V,14,10.4. 06:00,60359
2017-04-01T10:01:03.221244,Francois Fillon,1-2,4,10.4. 06:00,60359
2017-04-01T10:01:03.221244,Benoit Hamon,V,125,10.4. 06:00,60391
2017-04-01T10:01:03.221244,Benoit Hamon,1-2,30,10.4. 06:00,60391
2017-04-01T10:01:03.221244,Jean Luc Mélenchon,V,45,10.4. 06:00,60833
2017-04-01T10:01:03.221244,Jean Luc Mélenchon,1-2,10,10.4. 06:00,60833
2017-04-01T22:01:02.528389,Marine Le Penová,V,1.75,10.4. 06:00,60090
2017-04-01T22:01:02.528389,Marine Le Penová,1-2,1.09,10.4. 06:00,60090
2017-04-01T22:01:02.528389,Emmanuel Macron,V,2.1,10.4. 06:00,60091
2017-04-01T22:01:02.528389,Emmanuel Macron,1-2,1.23,10.4. 06:00,60091
2017-04-01T22:01:02.528389,Francois Fillon,V,14,10.4. 06:00,60359
2017-04-01T22:01:02.528389,Francois Fillon,1-2,4,10.4. 06:00,60359
2017-04-01T22:01:02.528389,Benoit Hamon,V,125,10.4. 06:00,60391
2017-04-01T22:01:02.528389,Benoit Hamon,1-2,30,10.4. 06:00,60391
2017-04-01T22:01:02.528389,Jean Luc Mélenchon,V,45,10.4. 06:00,60833
2017-04-01T22:01:02.528389,Jean Luc Mélenchon,1-2,10,10.4. 06:00,60833
2017-04-02T10:01:02.455113,Marine Le Penová,V,1.75,10.4. 06:00,60090
2017-04-02T10:01:02.455113,Marine Le Penová,1-2,1.09,10.4. 06:00,60090
2017-04-02T10:01:02.455113,Emmanuel Macron,V,2.1,10.4. 06:00,60091
2017-04-02T10:01:02.455113,Emmanuel Macron,1-2,1.23,10.4. 06:00,60091
2017-04-02T10:01:02.455113,Francois Fillon,V,14,10.4. 06:00,60359
2017-04-02T10:01:02.455113,Francois Fillon,1-2,4,10.4. 06:00,60359
2017-04-02T10:01:02.455113,Benoit Hamon,V,125,10.4. 06:00,60391
2017-04-02T10:01:02.455113,Benoit Hamon,1-2,30,10.4. 06:00,60391
2017-04-02T10:01:02.455113,Jean Luc Mélenchon,V,45,10.4. 06:00,60833
2017-04-02T10:01:02.455113,Jean Luc Mélenchon,1-2,10,10.4. 06:00,60833
2017-04-02T22:01:12.868640,Marine Le Penová,V,1.75,10.4. 06:00,60090
2017-04-02T22:01:12.868640,Marine Le Penová,1-2,1.09,10.4. 06:00,60090
2017-04-02T22:01:12.868640,Emmanuel Macron,V,2.1,10.4. 06:00,60091
2017-04-02T22:01:12.868640,Emmanuel Macron,1-2,1.23,10.4. 06:00,60091
2017-04-02T22:01:12.868640,Francois Fillon,V,14,10.4. 06:00,60359
2017-04-02T22:01:12.868640,Francois Fillon,1-2,4,10.4. 06:00,60359
2017-04-02T22:01:12.868640,Benoit Hamon,V,125,10.4. 06:00,60391
2017-04-02T22:01:12.868640,Benoit Hamon,1-2,30,10.4. 06:00,60391
2017-04-02T22:01:12.868640,Jean Luc Mélenchon,V,45,10.4. 06:00,60833
2017-04-02T22:01:12.868640,Jean Luc Mélenchon,1-2,10,10.4. 06:00,60833
2017-04-03T10:01:02.921565,Marine Le Penová,V,1.7,10.4. 06:00,60090
2017-04-03T10:01:02.921565,Marine Le Penová,1-2,1.08,10.4. 06:00,60090
2017-04-03T10:01:02.921565,Emmanuel Macron,V,2.3,10.4. 06:00,60091
2017-04-03T10:01:02.921565,Emmanuel Macron,1-2,1.3,10.4. 06:00,60091
2017-04-03T10:01:02.921565,Francois Fillon,V,12,10.4. 06:00,60359
2017-04-03T10:01:02.921565,Francois Fillon,1-2,3.85,10.4. 06:00,60359
2017-04-03T10:01:02.921565,Benoit Hamon,V,125,10.4. 06:00,60391
2017-04-03T10:01:02.921565,Benoit Hamon,1-2,30,10.4. 06:00,60391
2017-04-03T10:01:02.921565,Jean Luc Mélenchon,V,65,10.4. 06:00,60833
2017-04-03T10:01:02.921565,Jean Luc Mélenchon,1-2,10,10.4. 06:00,60833
2017-04-03T22:01:03.217835,Marine Le Penová,V,1.7,10.4. 06:00,60090
2017-04-03T22:01:03.217835,Marine Le Penová,1-2,1.08,10.4. 06:00,60090
2017-04-03T22:01:03.217835,Emmanuel Macron,V,2.3,10.4. 06:00,60091
2017-04-03T22:01:03.217835,Emmanuel Macron,1-2,1.3,10.4. 06:00,60091
