date,title,result,odds,date_bet,identifier
2016-11-06T03:12:38.735656,H.Clinton 2016,Vítěz,1.29,8.11. 22:00,53767
2016-11-06T03:12:38.735656,D.Trump 2016,Vítěz,3.5,8.11. 22:00,53770
2016-11-06T03:36:32.765987,H.Clinton 2016,Vítěz,1.29,8.11. 22:00,53767
2016-11-06T03:36:32.765987,D.Trump 2016,Vítěz,3.5,8.11. 22:00,53770
2016-11-06T03:42:00.580180,H.Clinton 2016,Vítěz,1.29,8.11. 22:00,53767
2016-11-06T03:42:00.580180,D.Trump 2016,Vítěz,3.5,8.11. 22:00,53770
2016-11-06T03:54:04.500958,H.Clinton 2016,Vítěz,1.29,8.11. 22:00,53767
2016-11-06T03:54:04.500958,D.Trump 2016,Vítěz,3.5,8.11. 22:00,53770
2016-11-06T23:01:05.232153,H.Clinton 2016,Vítěz,1.2,8.11. 22:00,53767
2016-11-06T23:01:05.232153,D.Trump 2016,Vítěz,4.1,8.11. 22:00,53770
2016-11-07T11:01:02.611299,H.Clinton 2016,Vítěz,1.2,8.11. 22:00,53767
2016-11-07T11:01:02.611299,D.Trump 2016,Vítěz,4.1,8.11. 22:00,53770
2016-11-07T23:01:05.661159,H.Clinton 2016,Vítěz,1.23,8.11. 22:00,53767
2016-11-07T23:01:05.661159,D.Trump 2016,Vítěz,3.55,8.11. 22:00,53770
2017-03-11T23:01:02.655162,D.Trump 2020,Vítěz,2.6,31.3. 20:00,61300
2017-03-11T23:01:02.655162,E.Warren 2020,Vítěz,10,31.3. 20:00,61301
2017-03-11T23:01:02.655162,M.Pence 2020,Vítěz,10,31.3. 20:00,61302
2017-03-11T23:01:02.655162,M.Obama 2020,Vítěz,13,31.3. 20:00,61303
2017-03-11T23:01:02.655162,C.Booker 2020,Vítěz,22,31.3. 20:00,61304
2017-03-12T11:01:02.873602,D.Trump 2020,Vítěz,2.6,31.3. 20:00,61300
2017-03-12T11:01:02.873602,E.Warren 2020,Vítěz,10,31.3. 20:00,61301
2017-03-12T11:01:02.873602,M.Pence 2020,Vítěz,10,31.3. 20:00,61302
2017-03-12T11:01:02.873602,M.Obama 2020,Vítěz,13,31.3. 20:00,61303
2017-03-12T11:01:02.873602,C.Booker 2020,Vítěz,22,31.3. 20:00,61304
2017-03-12T11:01:02.873602,H.Clinton 2020,Vítěz,20,31.3. 20:00,61305
2017-03-12T11:01:02.873602,A.Cuomo 2020,Vítěz,30,31.3. 20:00,61306
2017-03-12T11:01:02.873602,P.Ryan 2020,Vítěz,30,31.3. 20:00,61307
2017-03-12T11:01:02.873602,B.Sanders 2020,Vítěz,28,31.3. 20:00,61308
2017-03-12T11:01:02.873602,M.Bloomberg 2020,Vítěz,37,31.3. 20:00,61309
2017-03-12T11:01:02.873602,M.Rubio 2020,Vítěz,35,31.3. 20:00,61310
2017-03-12T11:01:02.873602,A.Klobuchar 2020,Vítěz,40,31.3. 20:00,61311
2017-03-12T11:01:02.873602,J.Castro 2020,Vítěz,40,31.3. 20:00,61312
2017-03-12T11:01:02.873602,T.Kaine 2020,Vítěz,30,31.3. 20:00,61313
2017-03-12T11:01:02.873602,J.Biden 2020,Vítěz,22,31.3. 20:00,61314
2017-03-12T11:01:02.873602,K.Harris 2020,Vítěz,45,31.3. 20:00,61316
2017-03-12T11:01:02.873602,T.Cruz 2020,Vítěz,50,31.3. 20:00,61318
2017-03-12T11:01:02.873602,J.Ventura 2020,Vítěz,50,31.3. 20:00,61329
2017-03-12T11:01:02.873602,J.Hickenlooper 2020,Vítěz,45,31.3. 20:00,61330
2017-03-12T11:01:02.873602,O.Winfrey 2020,Vítěz,55,31.3. 20:00,61331
2017-03-12T11:01:02.873602,A.Gore 2020,Vítěz,70,31.3. 20:00,61332
2017-03-12T11:01:02.873602,J.Kasich 2020,Vítěz,70,31.3. 20:00,61334
2017-03-12T11:01:02.873602,M.Zuckerberg 2020,Vítěz,70,31.3. 20:00,61337
2017-03-12T11:01:02.873602,G.Clooney 2020,Vítěz,100,31.3. 20:00,61340
2017-03-12T11:01:02.873602,J.Kennedy III 2020,Vítěz,90,31.3. 20:00,61342
2017-03-12T11:01:02.873602,I.Trump 2020,Vítěz,77,31.3. 20:00,61344
2017-03-12T11:01:02.873602,Ch.Clinton 2020,Vítěz,125,31.3. 20:00,61348
2017-03-12T11:01:02.873602,Ch.Christie 2020,Vítěz,100,31.3. 20:00,61349
2017-03-12T11:01:02.873602,J.Bush 2020,Vítěz,100,31.3. 20:00,61380
2017-03-12T11:01:02.873602,B.Gates 2020,Vítěz,155,31.3. 20:00,61384
2017-03-12T11:01:02.873602,A.Schwarzenegger 2020,Vítěz,200,31.3. 20:00,61385
2017-03-12T11:01:02.873602,K.West 2020,Vítěz,333,31.3. 20:00,61387
2017-03-12T23:02:02.930018,D.Trump 2020,Vítěz,2.6,31.3. 20:00,61300
2017-03-12T23:02:02.930018,E.Warren 2020,Vítěz,10,31.3. 20:00,61301
2017-03-12T23:02:02.930018,M.Pence 2020,Vítěz,10,31.3. 20:00,61302
2017-03-12T23:02:02.930018,M.Obama 2020,Vítěz,13,31.3. 20:00,61303
2017-03-12T23:02:02.930018,C.Booker 2020,Vítěz,22,31.3. 20:00,61304
2017-03-12T23:02:02.930018,H.Clinton 2020,Vítěz,20,31.3. 20:00,61305
2017-03-12T23:02:02.930018,A.Cuomo 2020,Vítěz,30,31.3. 20:00,61306
2017-03-12T23:02:02.930018,P.Ryan 2020,Vítěz,30,31.3. 20:00,61307
2017-03-12T23:02:02.930018,B.Sanders 2020,Vítěz,28,31.3. 20:00,61308
